feature,mean_importance
random_feature,-2.61170145649638e-06
Height(Remainder_Inches),2.9625649647043924e-06
Height(Feet),2.4816972444512482e-05
Weight_Status,2.807764507853466e-05
Weight(lb),0.008149822838915338
Body_Temperature(F),0.010613738602408983
Gender,0.02367886027021391
Age,0.05435598316896554
BPM,0.2701744534966243
Exercise_Duration,0.8609347382741299
