feature,mean_importance
random_feature,-1.9739882893412847e-06
Height(Remainder_Inches),2.73879899078893e-06
Weight_Status,4.5455599967778256e-05
Height(Feet),8.23352360406719e-05
Body_Temperature(F),0.0052887020470203635
Weight(lb),0.007193024095587533
Gender,0.02207394326190401
Age,0.050589839007865775
BPM,0.25080968082739835
Exercise_Duration,0.8947262712559707
