feature,mean_importance
random_feature,2.496918757202395e-07
Height(Remainder_Inches),2.5856010954432394e-07
Weight_Status,2.1097748535514413e-05
Height(Feet),2.3797828450870685e-05
Body_Temperature(F),0.0039012704452772488
Weight(lb),0.008150576095394376
Gender,0.023697968920895283
Age,0.06898501754446289
BPM,0.2675698648186221
Exercise_Duration,0.9522951212238816
