feature,mean_importance
random_feature,-6.580826163690627e-06
Weight_Status,1.4430216090845435e-05
Height(Remainder_Inches),2.6361672874273166e-05
Height(Feet),0.00011724631192703606
Body_Temperature(F),0.0062294780612858315
Weight(lb),0.007461022391186625
Gender,0.02280148012040798
Age,0.06231373060167676
BPM,0.2658268340642302
Exercise_Duration,0.9594554995181003
